,標題,分類,內文
0,[情報] XBOX歲末購物節 手把主機特價至12/25,4003,"上個月家裡剛購入XBOX黑機
這個月想說要添購新手把 在電商平台上看到有蠻便宜的折扣
尤其菁英手把是上一檔沒有的 算起來便宜滿多

https://reurl.cc/mRrdNM

Xbox Elite Series 2 菁英無線控制器 輕裝版 折扣價 3,499 元
Xbox 無線控制器 1,390 元起
Xbox Series S 512GB (限時優惠價$7,980 元)
Xbox Series X 1TB (限時優惠價$15,980 元)


https://i.imgur.com/y9YC90A.jpg

https://i.imgur.com/dsYtxvD.jpg

https://i.imgur.com/MZKsULK.jpg

蠻划算的 想購入新設備的趁這波入手

"
1,Re: [情報] AVITA筆電紫(i5-1235U/8GB/512G/W11)9899,4003,"這台今天又特價了

https://i.imgur.com/4svSEQT.png

今天價格來到史低的9899

https://i.imgur.com/jTvDkjH.png

登記可以拿1200p

有星展卡或是全盈支付可以再多折一咪咪

至於評價就這樣  不是大好就是大壞

但便宜治百病了


※ 引述《Gambler1201 (職業賭徒)》之銘言：
: AVITA15.6吋i5筆電紫色(i5-1235U/8GB/512GB/W11)
: 現在pchome又特價這台12代i5
: https://24h.pchome.com.tw/prod/DHAM8I-A900HV4I2
: 一樣殺到9999
: 跟以往不同的是,這次是紫色,我個人也覺得好看的多
: 而且另外有送USB hub 應該也值幾小幾百
: 和一隻糞鼠
: 不過10/31可以登記拿1000P (有150名額)
: LINE導購目前有1% 99
: 再算個信用卡4% 400
: 大概8500左右
: 還滿香的

"
2,[情報] 好市多鐵鎚貓砂特價 $420元,4003,"https://i.imgur.com/MlmiREY.jpg

https://i.imgur.com/NGgx5Hl.jpg

禮拜二去買的
趁大家還沒發現優惠 多扛了幾箱回家
分享出來 不知道會不會變成限每卡一箱

"
3,[情報] GAMFORCE 高價屋特賣清單,4003,"
<2024 GAMFORCE 電競嘉年華>免費參觀！
地點：華山1914文化創意產業園區 東2館(台北市八德路一段1號)
參觀時段：
12月19日(四) 10:00~19:00 YOUNG DAY需出示學生證入場
12月20日(五) 10:00~19:00
12月21日(六) 10:00~19:00
12月22日(日) 10:00~18:00

小主機
華擎 DeskMeet X600 AMD準系統(J0063360) $6990 ↘$5700
華擎 DeskMeet B660 INTEL準系統(J0051226) $ 7390 ↘$6200

螢幕
華碩 PG248QP/PG27AQDM/PG27AQDP/PG27AQN/PG32UCDM/PG32UCDP/PG32UQXR/PG34WCDM/PG39WCDM螢幕
e！ 現場買就送ROG AAS01螢幕支架(價值$5988) ！
MSI PRO MP161 E2U $3990 ↘$2990
MSI PRO MP273U /4K  $6488 ↘$ 4990
MSI Modern MD342CQP /120Hz/曲面  $8990 ↘$ 6990
MSI Modern MD342CQPW /120Hz/曲面/白色  $8990 ↘$ 6990

CPU
空投 AMD Ryzen 7 9800X3D (搭整台主機配X870主機板) 展場唯一獨享加碼優惠
＊上市當天沒有搭到加碼優惠的，那今年保證只剩這波，再慢就又沒有了!

主機板
華碩 X870 系列主機板 搭 AMD Ryzen 7 9800X3D
[碼送水冷！
-TUF X870 送 TUF GAMING LC II 240 ARGB 水冷 (市價$3290)
-ROG/PROART X870 送 TUF GAMING LC III 360 ARGB 水冷 (市價$3990)
技嘉 X870 系列主機板 搭 AMD Ryzen 7 9800X3D
[碼送水冷！好禮二選一
1.技嘉 AORUS WATERFORCE II 360 鷹魂二代 (市價 $3990)
2.技嘉 AORUS WATERFORCE II 360 ICE(白) 鷹魂二代 (市價 $4490)
微星 X870/Z890 系列主機板
[碼送！STEAM CODE $2,000 (每日限量10套)
華碩 TUF GAMING H770-PRO WIFI  $6590↘$3990
華碩 ROG MAXIMUS Z790 HERO BTF $21790
e！好禮二選一
1.ROG RYUJIN III 360 ARGB Extreme 龍神三代 價值$10990
2.ROG Hyperion GR701 BTF 創世神/背插式/E-ATX 價值$14990

顯示卡
RTX 40系列顯卡回函索取再送微軟 PC Game Pass 3個月數位序號(點我查看)
微星 RTX40 系列顯卡
e！ Force GC300 W 無線搖捍控制器遊戲手把(黑) (市價 $1990) 或 MSI Agility GD60 RGB 布質鼠墊二選一，數量有限送完為止！
微星 RTX4070 SUPER 12G GAMING SLIM WUKONG EDITION [黑悟空限量版]  $23500 ↘$19900
微星 RTX4070Ti SUPER 16G EXPERT  $31990 ↘$29990
技嘉 RTX4080 SUPER AERO OC 16G(N408SAERO OC-16GD) $39590
e！only會場！贈送技嘉 AORUS ELITE 1000W ICE 白金/全模組 電源 (市價 $7990)
技嘉 AORUS RTX4070 SUPER MASTER 12G(N407SAORUS M-12GD)  $26490 ↘$22990
華碩 DUAL-RTX4070S-O12G-EVO  $22490 ↘$19990
華碩 DUAL-RTX4060-O8G-EVO  $10990 ↘$8990
ZOTAC RTX4080 SUPER AMP Extreme AIRO $38990 ↘$29990
ZOTAC RTX4070 Twin Edge OC $17990 ↘$15990
ZOTAC RTX4060Ti 8GB Twin Edge OC SPIDER-MAN-蜘蛛人 $12990 ↘$9990

顯示卡支撐架
華碩 ROG Herculx 白色版 顯示卡支撐架  $1390 ↘$999

SSD/記憶體
Seagate FireCuda 530 2TB/Gen4 PCIe 4.0/(火梭魚) TLC $5388 ↘$4999
Seagate FireCuda 530 2TB星際大戰版/散熱片/Gen4 PCIe 4.0/(火梭魚) TLC $5388 ↘$5199
A送！憑發票以及商品序號會場SEAGATE攤位可再兌換7-11 $500商品卡(限量50份)
KLEVV CRAS C910 500G/Gen4 PCIe 4.0/TLC /輕薄鋁散熱片 $999 ↘$749
佰維 BIWIN NV3500 1TB(石墨烯散熱片/Gen3/3500M/3000M/TLC $1599 ↘$999
宏碁 Acer Predator GM3500 2TB/Gen3/3400M/3000M/TLC顆粒/DRAM $ 3399 ↘$1999
Neo Forza 凌航 TRINITY RGB DDR5 6000 32G(16G*2)電競超頻記憶體(黑色)CL40  $2999 ↘$1999
KLEVV(科賦)32GB(雙通道16GB*2) DDR5 6400/CL32 BOLT V 【雙參數】$2999 ↘$2499
威剛 16GB DDR4-3200 XPG D10超頻CL16(AX4U3200316G16A-SB10)(1024*8)(黑) $859 ↘$699

SSD硬碟外接盒
Apexgaming【M.2/USB3.2Gen2】M2E-01S M.2雙規外接盒  $899 ↘$399
華碩ROG Strix Arion ESD-S1C Lite【M.2/USB3.2 Gen2】M.2 NVMe  $1590 ↘$999

機殼
COUGAR FV270 RGB(黑) 機殼 先殺再送 $5490 ↘$4490
A送！COUGAR FV270 專用發光旋轉台(黑) 市價$990
COUGAR FV270 RGB(白) 機殼 先殺再送 $5590 ↘$4590
A送！COUGAR FV270 專用發光旋轉台(白) 市價$990
技嘉 AORUS C400 GLASS 機殼 $4290 ↘$2290
DEEPCOOL MORPHEUS(黑) 機殼 $6590
A送！DEEPCOOL MYSTIQUE 360 ARGB(黑) 水冷散熱器 價值$4990
DEEPCOOL MORPHEUS(白) 機殼 $6990
A送！DEEPCOOL MYSTIQUE 360 ARGB(白) 水冷散熱器 價值$4990
電源
技嘉 AORUS ELITE 1000W 白金牌 電源 $6990 ↘$4990
全漢 HYDRO GT PRO 1000W 金牌電源 $3690↘$ 1990
Apexgaming GTR Plus-1000M(黑) 白金 ATX3.1電源 $5590 ↘$2990
Apexgaming GTR Plus-1000M(白) 白金 ATX3.1電源 $5790 ↘$2990
Montech TITAN GOLD 1200W 金牌 ATX3.0電源 $5590 ↘$3990
COUGAR GEX PRO 850W 金牌 ATX3.1電源 $3590 ↘$2590
水冷散熱器
COUGAR POSEIDON-GT 360 水冷散熱器  $4290 ↘$2390
華碩 ProArt LC 360 水冷散熱器  $7490 ↘$5490
技嘉 AORUS WATERFORCE X II 240 鷹神水冷  $7990 ↘$4990
微星 MAG CoreLiquid E240 水冷散熱器 $4190 ↘$2490
微星 MAG CoreLiquid E240 WHITE 水冷散熱器  $4290 ↘$2490
Montech HyperFlow ARGB 360(黑) 水冷散熱器  $2990↘$ 1990
DEEPCOOL LQ240 數位顯示/水冷散熱器  $3890 ↘$1990
DEEPCOOL LQ360 數位顯示/水冷散熱器 $ 4390↘$2290

電競周邊
Montech MKey 自由之城 機械式鍵盤 紅軸/中文 $2390↘$1650
A送！Montech 風格鼠墊(紅)(900x400x3)
Irocks K71M-Gateron 機械式鍵盤 黑色/中文/Rgb/(青軸、紅軸、青軸)  $2390↘$1690
ASUS ROG Keris II Ace 三模滑鼠(黑/白)  $4990 ↘$3490
ASUS ROG Delta S Wireless 無線耳機 $ 6490↘$3990
NZXT SL5000 限量版電競椅(黑紫)  $14990 ↘$7690

NAS
QNAP
TS-216G【2Bay】ARM 四核心 Cortex-A55(2.0GHz)/4GB/2.5GbE*1/1GbE*1 $7999 ↘$6399
TS-262-4G【2Bay】Intel N4505雙核心(↑2.9GHz)/4GB/U3*2/2.5GbE*1/HDMI*1 $11900 ↘$8699
TS-462-4G【4Bay】Intel N4505雙核心(↑2.9GHz)/4GB/U3*2/2.5GbE*1/HDMI*1 $ 15500 ↘$13299
TS-264-8G【2Bay】Intel N5105四核心(2.0GHz)/8GB/U3*2/2.5GbE*2/HDMI*1 $ 14500 ↘$11599
TS-464-8G【4Bay】Intel N5095四核心(2.0GHz)/8GB/U3*2/2.5GbE*2/HDMI*1 $ 18500 ↘$15499
華芸 AS5202T【2Bay】Intel J4025 雙核2.0Hz/2GB/2.5GbE*2 $ 9999 ↘$6499
A送！華芸 AS-U2.5G2 2.5GbE網路轉換器，價值$1199

隨身碟
金士頓DT 70 128G Type-C 隨身碟 (DT70/128GB)  $229 ↘$99
金士頓 DT Max 256G 紅 / USB3.2 G2 Type-A / R:1000 W:900 / 五年保  $849 ↘$699
三星 BAR Plus 256G USB3.2 G1 Type-A / R:400 / 五年保 (鈦灰/銀色)  $1299 ↘$999
Lexar D400 128GB USB 3.1 Type-C 雙頭隨身碟  $399↘$288
Lexar D400 256GB USB 3.1 Type-C 雙頭隨身碟 $ 629↘$488


《全台同慶優惠》
原價屋還在幫大家準備了全台同歡的活動！蝦皮也加開折價券，折上折開搶啦！
12/19~12/22原價屋蝦皮商城限量加開
18,000 折 600
30,000 折 1,000

螢幕
MSI MAG 275CQRF-QD /2K/170Hz/曲面  $7990 ↘$5990
螢幕支架買一送一
銀欣 SST-ARM13 (單螢幕 / 機械彈簧設計 / 穿夾兩用 / 最大支援32吋or9公斤) $1990

機殼/電源/散熱器
銀欣 FAR1B-PRO-V2(黑) 機殼
伄q源加購價$1590 銀欣 DA750R Gold(黑) 金/ATX3.0 電源
銀欣 FAR1B-PRO-V2(白) 機殼
伄q源加購價$1590 銀欣 DA750R Gold(白) 金/ATX3.0 電源
COUGAR ATLAS 750W 銅牌電源  $2090 ↘$1590
COUGAR FV150 RGB 機殼 + COUGAR ATLAS 650W 銅牌電源 $4280 ↘$3390
COUGAR FV270 RGB(黑) 機殼 $5490
A送！COUGAR FV270 專用發光旋轉台(黑) 市價$990
COUGAR FV270 RGB(白) 機殼 $5590
A送！COUGAR FV270 專用發光旋轉台(白) 市價$990
Montech SKY TWO(黑) 機殼 $2390 ↘$1890
Montech SKY TWO(白) 機殼 $2490 ↘$1990
Montech KING 65 PRO(黑) 機殼 $ 2690 ↘$2190
Montech KING 65 PRO(白) 機殼 $2690 ↘$2190
全漢 HYDRO PTM X PRO 1200W ATX3.0 白金牌電源 $8490 ↘$4590
SAMA SAK702 新鏡界(白) 機殼/M-ATX $ 2490 ↘$1890
SAMA SAK451 大境界(白) 機殼/ATX $3490 ↘$2590
Antec Signature 1000W 白金牌 電源 $ 7690 ↘$4690
Antec HCG1000(1000W) 金牌 電源 $5190 ↘$3990

銀欣 IceMyst 360 水冷散熱器 $3690 ↘$2990
A送！IMF70 ARGB 水冷頭風扇*1 市價$390
喬思伯 TG-360 黑/白 水冷散熱器 $2990↘$ 2490
喬思伯 TF2-360(裸排) 黑色版 /風扇選購 $4990
A送！喬思伯 FR-505(黑)12cm 無限鏡風扇*3 市價 $897
喬思伯 TF2-360(裸排) 白色版 /風扇選購 $4990
A送！喬思伯 FR-505(白)12cm 無限鏡風扇*3 市價$897
NZXT Kraken Elite 280 RGB 黑/白 水冷散熱器 $9890
加$10元 就能買到 NZXT C1000 金牌電源(2022版)
NZXT Kraken Elite 360 RGB 黑/白 水冷散熱器 $10790
加$10元 就能買到 NZXT C1000 金牌電源(2022版)

分享器
華碩 RT-AX57 Go (AX3000/支援4G&5G行動熱點分享/VPN功能/輕巧便攜)  $2499 ↘$1999
華碩 TUF Gaming BE3600 (Wi-Fi 7 / 雙頻 / 4x天線 / 4x1GbE / WAN*2.5GbE) $4599 ↘$3699
華碩 ROG GT-AX6000 (AX6000/雙頻/4x天線/2×2.5GbE/Aura燈效) $8990 ↘$6666
華碩 RT-AXE7800 (AXE7800/Wi-Fi 6E/三頻/6x天線/1×2.5GbE/4x1GbE) $8990 ↘$6666
華碩 ROG Rapture GT6 黑/白 兩入組(AX10000/AX Mesh/三頻/隱藏9天線/2.5G埠) $18890 ↘$13999
華碩 ROG Rapture GT-BE25000 (Wi-Fi 7/四頻/8x天線/4×2.5GbE/雙10GbE埠) $23990 ↘$21999

電競周邊(鍵盤/滑鼠/耳機/桌椅)
Apexgaming Edr-3612 桌上型電動升降桌 (黑色/白色/原木色) 全台同歡 先殺再送 8290 ↘$5990
A送！1. .MSI Vigor GK20 電競鍵盤
A送！2. .MSI Clutch GM08 電競滑鼠
Cougar 700m Evo Esports 電競滑鼠$ 2690 ↘$1690 50隻
Cougar Dualblader 模組化電競滑鼠 $ 2990 ↘$1990 50隻
Cougar Speeder 人體工學電競椅 $ 13990 ↘$9990 不限量
微軟 Xbox 無線控制器(磨砂黑)附電腦連接線(1V8-00006) $ 1890 ↘$999
微軟 Xbox 無線控制器 Elite Series 2-輕裝版 (黑/紅/藍) $5879 ↘$3499
A送！微軟 Xbox 菁英2 配件包(4Z1-00003)(控制桿-撥片充電線充電底座)

準系統/桌機
MSI PRO DP21 13M【082BTW】Intel H610(CPU.SSD.RAM.HDD選購)  $5990↘$ 5990
A送！MSI SPATIUM M450 Gen4 NVMe M.2 1TB


《每日限量排隊商品》
每日限量排隊商品非常搶手，大家務必要注意安全喔！

2024/12/20(五)
技嘉 G6 MF-H2TW854KH【黑】i7-13620H/16/1T/RTX4050/165Hz $32900↘$26999限量 20台
技嘉 RTX4090 WINDFORCE V2 24G(N4090WF3V2-24GD)排隊搶購應原廠要求支援會場 限全機搭購限量 10片（每人限組一片）
華碩 TUF-RTX4090-O24G-OG-GAMING 排隊搶購應原廠要求支援會場限全機搭購 限量 5片（每人限組一片）
Micron Crucial PRO D5 5600 96G(48G*2)超頻(雙通)(黑散熱片) 適用XMP 3.0及AMD EXPO $7788↘$6888
Micron Crucial T500 4TB (PCIe Gen4 M.2) SSD 先殺再送 $9688 ↘$8688
A送！翻轉耐熱雙層玻璃泡茶隨行杯
Micron Crucial T500 4TB (Gen4 M.2 含原廠散熱片) SSD 先殺再送 $9888↘$8688
A送！翻轉耐熱雙層玻璃泡茶隨行杯
金士頓 NV2 4TB/Gen4 PCIe 4.0/讀:3500/寫:2800三年保固6800↘$5488
威剛 ADATA LEGEND 710 1TB/Gen3/讀:2400M/寫:1800M/QLC顆粒/三年保/贈散熱片$1599↘$999
金士頓 32GB(雙通16GB*2) DDR4-3200 RGB(獸獵者)(KF432C16BB2AK2/32)(2048*8)$2100↘$1688
金士頓 64GB(雙通32GB*2) DDR5-6000/CL30 FURY Beast 黑/白【雙參數】$6088↘$5488
Gigabyte GS27FC /180Hz/曲面 $4490↘$3390
羅技 G304 Lightspeed 無線遊戲滑鼠/黑 $1090↘$666
1st Player Mk3 機械式鍵盤/有線/中文 (青軸/紅軸/茶軸) $2190↘$890

2024/12/21(六)
AORUS 16X i7-14650HX/RTX4060/16G/1T/16吋筆電AKG-53TWC54SH$43900↘$38999限量20台
技嘉 RTX4090 WINDFORCE V2 24G(N4090WF3V2-24GD) 應原廠要求支援會場限全機搭購限量 10片（每人限組一片）
華碩 TUF-RTX4090-O24G-OG-GAMING 應原廠要求支援會場限全機搭購 限量 5片（每人限組一片）
美光 Crucial PRO D5 5600 96G(48GX2 雙通)(黑) 適用XMP 3.0及AMD EXPO$ 7788↘$6888
美光 Crucial T500 4TB (PCIe Gen4 M.2) SSD   $9688 ↘$8688
A送！翻轉耐熱雙層玻璃泡茶隨行杯
Micron Crucial T500 4TB (Gen4 M.2 含散熱片) SSD $9888 ↘$8688
A送！翻轉耐熱雙層玻璃泡茶隨行杯
金士頓 NV2 4TB/Gen4 PCIe 4.0/讀:3500/寫:2800三年保固6800↘$5488
威剛 ADATA LEGEND 710 1TB/Gen3/讀:2400M/寫:1800M/QLC顆粒/三年保/贈散熱片$1599↘$999
金士頓 32GB(雙通16GB*2) DDR4-3200 RGB(獸獵者)(KF432C16BB2AK2/32)(2048*8)$2100↘$1688
金士頓 64GB(雙通32GB*2) DDR5-6000/CL30 FURY Beast 黑/白【雙參數】$6088↘$5488
Gigabyte M32QC /2K/165Hz 【32吋】曲面螢幕  $8490↘$4999
羅技 G304 Lightspeed 無線遊戲滑鼠/黑色 $1090↘$666
1st Player Mk3 機械式鍵盤/中文 (青軸/紅軸/茶軸)排隊搶購價格下殺$2190↘$890
Cherry Mx Board 3.1S Rgb Mx2a 機械式鍵盤 黑 茶軸/中文 $4290↘$1990

2024/12/22(日)
技嘉 RTX4090 WINDFORCE V2 24G(N4090WF3V2-24GD) 應原廠要求支援會場 限全機搭購 限量 10片（每人限組一片）
華碩 TUF-RTX4090-O24G-OG-GAMING 應原廠要求支援會場 限全機搭購 限量 5片（每人限組一片）
Micron Crucial PRO D5 5600 96G(48GX2 雙通)(黑) 適用XMP 3.0及AMD EXPO$ 7788↘$6888
Micron Crucial T500 4TB (PCIe Gen4 M.2) SSD   $9688 ↘$8688
A送！翻轉耐熱雙層玻璃泡茶隨行杯
Micron Crucial T500 4TB (Gen4 M.2 含散熱片) SSD $9888 ↘$8688
A送！翻轉耐熱雙層玻璃泡茶隨行杯
金士頓 NV2 4TB/Gen4 PCIe 4.0/讀:3500/寫:2800三年保固6800↘$5488
威剛 ADATA LEGEND 710 1TB/Gen3/讀:2400M/寫:1800M/QLC顆粒/三年保/贈散熱片$1599 ↘
金士頓 32GB(雙通16GB*2) DDR4-3200 RGB(獸獵者)(KF432C16BB2AK2/32)(2048*8)$2100 ↘
金士頓 64GB(雙通32GB*2) DDR5-6000/CL30 FURY Beast 黑/白【雙參數】$6088 ↘$5488
Gigabyte G34WQC A /144Hz/曲面  $10900 ↘$7490
羅技 G304 Lightspeed 無線遊戲滑鼠/黑色 $1090 ↘$666
1st Player Mk3 機械式鍵盤/中文 (青軸/紅軸/茶軸)排隊搶購價格下殺$2190 ↘$890

—以上限量優惠商品/贈品，數量賣完截止！原價屋與廠商有權更改活動內容之權益！–

《一元競標商品》
聯強電競聯盟 為GAMFORCE玩家帶來真好康一元競標
筆電、顯示卡、主機板、XBOX主機、電競椅、電競沙發、電動升降桌、鍵盤、滑鼠、耳機……等應有盡有，是時候該換新設備了有興趣的玩家請在競標時段前往「活動主舞台」參與！！
–
競標時段：
12/20 (五) 13:00-13:45
12/21 (六) 13:35-14:15
12/22 (日) 12:15-12:55

顯示卡 技嘉AORUS GV-N407SAORUS M-12GD $26590
主機板 技嘉 Z890 GAMING X WIFI7 $9290
LCD 技嘉 M34WQ $9988
顯示卡 華碩 Dual RTX 4060 O8G EVO $10490
主機板 華碩 PRIME Z890-P WIFI-CSM $8490
記憶體 金士頓 32GB(雙通16GB*2) DDR5-6000/CL30 FURY Beast 黑 $3088
SSD SEAGATE 希捷 STKG2000402(One Touch 2TB 輕薄高速 SSD) $5588
SSD WD 黑標 SN850X 1TB/Gen4 $2290
XBOX 主機+暗黑 XBOX Series X 1TB 主機/含暗黑破壞神4-數位遊戲 $19900
顯示卡 ZOTAC GAMING RTX 4070 Twin Edge GDDR6 $17990
鍵盤 Corsair 海盜船 K70 CORE SE RGB CS Red軸-白中-N$ 3690
滑鼠 Corsair 海盜船 M75 RGB滑鼠$ 2490
耳機 Corsair 海盜船 VOID RGB ELITE 無線耳機黑 $3490
耳機 HyperX Cloud Alpha Wireless P5D4AA $5990
滑鼠 HyperX PULSEFIRE HASTE 2無線 黑/6N0B0AA $2790
滑鼠 HyperX PULSEFIRE HASTE 2無線 MINI黑/7D388AA $2290
筆記型電腦 HP 惠普 Pavilion Plus 14-eh1028TU $35900
電競椅 Cougar Armor Elite White 電競椅(白)$8990
電競椅 Cougar Argo One 人體工學電競椅/黑橘 $13990
電競沙發 Cougar Ranger One 電競沙發(平織布)(黑橘色) $8990
電競桌 Cougar E-Star 140 電動升降電競桌 $13990


短評；
東西很多，至於是在清庫存還是大砍價，見仁見智

"
4,[情報] LINE POINT 1,4003,"http://i.imgur.com/XCXrGQn.jpg

查看指定頁面5分鐘後即可獲得點數

"
5,[情報] 熊貓優惠券399-50,4003,"
如題 年度回顧又來了 可以看看自己叫了多少錢 在app首頁
不過優惠碼應該是都一樣的才是
https://i.imgur.com/0a4z554.jpeg
https://i.imgur.com/tBowkzM.jpeg
"
6,[情報] 虎牌夢重力600ml 2支$888,4003,"超便宜
平均一支$444

領券現折$211
https://reurl.cc/Nb4Z05
折後2支$888

https://i.imgur.com/5Q4siHj.jpeg
【TIGER虎牌】 (買1送1) 夢重力超輕量彈蓋不鏽鋼保溫杯600ml
不鏽鋼/桃花粉/海洋藍 共3色
https://reurl.cc/V0N54N

"
7,Re: [情報] 全家行動購 椒麻雞胸肉 $35元,4003,"補貨了
上次買了4個湊免運這次買10個，
剛看還有 2600個左右，效期到 3/11

另外滿888送衛生紙

※ 引述《Goog1e (咕狗)》之銘言：
: 超秦肉品 就是嫩雞 椒麻雞胸肉 100g (效期至2025/03/07)
: 期間限定特價 NT$35
: https://i.imgur.com/dfppQMZ.png
: https://mart.family.com.tw/SalePage/Index/9599081
: * 商品頁顯示 $69，結帳時會折扣成 $35
: * 注意：此檔特價的口味是【椒麻】
: * 全家行動購目前冷凍店取滿 $120 免運
: * 目前剩餘數量：1,282 件
: 各通路售價參考： (同品牌/未考慮口味)
: - 本檔優惠 100g         $35 → 每100克 $35
: - 鮮拾     200g x10包  $822 → 每100克 $41.1
: - 蝦皮     190g x10包  $999 → 每100克 $52.58
: - 愛合購   190g  x5包  $499 → 每100克 $52.53
: - 生活市集  90g x10包  $577 → 每100克 $64.11
: - 愛合購   190g x80包 $5200 → 每100克 $34.21 量大可考慮 但限宅配
: - 生活市集 190g x80包 $4991 → 每100克 $32.84 量大可考慮 但限宅配
: - 東森購物 200g x10包  $650 → 每100克 $32.5  也是很便宜 但限宅配

"
8,"[情報] 遠傳領券折扣，Dyson HD08約$7,000",4003,"看這個月遠傳心生活APP領券可以折抵家電
之前在版上看過飛利浦電視，這個月沒電視
但看到一個CP值滿高的，Dyson吹風機HD08平裝版
領券後只要大概$7,000，折掉約$5,800，還滿多的

https://i.imgur.com/V6IFTPD.jpeg

看MOMO跟PCHOME上，這台HD08都沒遠傳領券折得多
都落在$9,000~$10,000間

https://i.imgur.com/tXygKfk.jpeg
https://i.imgur.com/P8gem2L.jpeg

MOMO跟PCHOME下單會另送贈品，美髮梳兩件組跟吹風機收納價
就看有沒有需要，不過比較下來是覺得吹風機折價下來划算多多
給大家參考了！剛剛才領券目前還有~折扣到12/31

"
9,[情報] 酷澎line pay 50元折價券,4003,"https://i.imgur.com/s5YA1RU.png

剛用 還有

https://i.imgur.com/HOQTE3Z.png

擔心假貨 就自己評估囉

"
